ID,Preço da passagem,Espaço disponível é suficiente para os passageiros sentados ou em pé,Temperatura interna ,Tempo total de viagem  ,Frequência com que os veículos passam ao longo dia ,Velocidade dos veículos  ,Segurança dentro dos veículos e nos pontos de ônibus/estações ,"Informação de linhas, horários e itinerários  ",Locais atendidos pelo transporte público ,Confiabilidade nos horários ,Facilidade de entrada e saída dos veículos e/ou estações e pontos de ônibus  ,Limpeza dentro do veículo e nos pontos de ônibus e estações,Qual a forma que você faz a maioria das viagens?,Você tem carteira de motorista?,Você tem veículo próprio?,Você costuma usar o transporte público em quais dias?,Como você define sua frequência de uso do transporte público?,"Quantas passagens você usa por dia em suas viagens no transporte público?
",Qual o meio de pagamento você utiliza para pagar pelo transporte?,Qual a principal razão dos seus deslocamentos diários?,Quanto tempo você gasta por dia com transporte?,"Qual a principal razão pela qual você preferiria utilizar outro meio de transporte ao invés do transporte público?

",Eu gostaria de ganhar pontos ou créditos para trocar por produtos e serviços,Eu gostaria de poder usar qualquer veículo do transporte público de forma ilimitada,Eu gostaria de poder realizar uma compra antecipada por passagens ilimitadas no transporte público (pré-pago),Eu gostaria de poder realizar um pagamento depois de usar passagens ilimitadas no transporte público (pós-pago),Eu gostaria de ter a opção de pagar um valor diário por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor mensal por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor anual por passagens ilimitadas no transporte público,Eu gostaria de receber um valor de volta por quilômetro viajado no transporte público ,Eu gostaria de receber desconto na passagem por viajar em horários fora de pico,"Se eu ganhasse pontos para trocar por produtos e serviços, usaria mais o transporte público ","Se eu pudesse pagar por dia para ter passagens ilimitadas, usaria mais transporte público","Se eu pudesse pagar por mês para ter passagens ilimitadas, usaria mais transporte público ","Se eu pudesse pagar por ano para ter passagens ilimitadas, usaria mais transporte público ","Se eu recebesse um valor em troca por quilometro viajado, usaria mais o transporte público ","Se ganhasse desconto na passagem por viajar em horários fora de pico, usaria mais o transporte público ",Eu aceitaria participar se ganhasse 10 pontos para trocar por produtos e serviços por utilizar o transporte público,Eu aceitaria pagar até 10 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar de 10 a 20 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar entre 150 e 200 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar entre 200 e 300 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar de 800 a 1000 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria pagar entre 1000 e 1200 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria receber até 50 centavos por quilômetro percorrido no transporte público ,Eu aceitaria receber até 5 reais a cada 20 quilômetros percorridos no transporte público ,Eu aceitaria viajar em horários fora de pico se recebesse até 1 real de desconto na passagem,Eu aceitaria viajar em horários fora de pico se recebesse até 2 reais de desconto na passagem,Eu estou satisfeito com o serviço entregue pelo transporte público ,O serviço transporte Público correspondem às minhas expectativas,Considero que as minhas necessidades de deslocamento estão sendo atendidos pelo transporte público,Considero que o transporte público tem um bom custo benefício ,Considero que sou recompensado por usar o transporte público,Cartões,Aplicativos de celular,Qr Code,Bilhete impresso,Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda
178,Neutro,Insatisfeito,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Utilizo carro ,"Sim, de carro",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de transporte,Trabalho,Até 30 minutos,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Fácil ,Fácil ,Fácil ,Fácil ,Feminino,Branca,25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,Acima de 10 salários mínimos:  R$ 13.020
179,Muito insatisfeito,Muito insatisfeito,,Insatisfeito,Insatisfeito,Neutro,Insatisfeito,Satisfeito,Neutro,Insatisfeito,Muito insatisfeito,Muito insatisfeito,"Faço viagens usando aplicativos (uber,99taxis outros...)","Sim, de moto ",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,QR code,Trabalho,Entre 30 minutos e 1 hora,Levar menos tempo ,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Muito Fácil,Muito Fácil,Muito Fácil,Muito difícil,Masculino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
180,Neutro,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Neutro,Insatisfeito,Satisfeito,Muito satisfeito,Neutro,Muito insatisfeito,"Faço viagens usando aplicativos (uber,99taxis outros...)","Sim, de carro",Não tenho,Em dias uteis,Uso menos de uma vez por semana,Uma passagem por dia,Dinheiro,Outros,Entre 30 minutos e 1 hora,Por ser mais confortavél ,Concordo,Concordo,Concordo totalmente,Neutro,Discordo,Discordo totalmente,Discordo totalmente,Neutro,Concordo,Neutro,Discordo,Discordo,Discordo,Discordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Discordo totalmente,Neutro,Concordo,Discordo,Neutro,Difícil,Muito difícil,Muito difícil,Muito difícil,Masculino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0 ,Não possuo renda
181,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Neutro,Muito insatisfeito,Neutro,Muito insatisfeito,Insatisfeito,Neutro,Neutro,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Neutro,Neutro,Discordo totalmente,Muito Fácil,Neutro,Neutro,Neutro,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
182,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Utilizo carro ,"Sim, de carro",Tenho,Em dias uteis,Uso menos de uma vez por semana,Uma passagem por dia,Cartão de transporte,Trabalho,Até 30 minutos,Levar menos tempo ,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo ,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Neutro,Discordo,Discordo,Discordo totalmente,Fácil ,Fácil ,Fácil ,Fácil ,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),Não ,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510
183,Insatisfeito,Muito insatisfeito,Insatisfeito,Neutro,Insatisfeito,Neutro,Muito insatisfeito,Neutro,Neutro,Neutro,Neutro,Neutro,Utilizo moto ,"Sim, de uma ou mais categorias",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de transporte,Trabalho,Entre 30 minutos e 1 hora,Comodidade pra ir a qualquer lugar a qualquer momento  ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Muito Fácil,Neutro,Masculino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
184,Neutro,Neutro,Satisfeito,Insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Vale transporte,Trabalho,Entre 3 horas e 4 horas,Levar menos tempo ,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo ,Concordo ,Concordo ,Concordo ,Concordo ,Concordo ,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Fácil ,Fácil ,Neutro,Neutro,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
185,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro,Insatisfeito,Satisfeito,Neutro,Neutro,Neutro,Neutro,"Faço viagens usando aplicativos (uber,99taxis outros...)",Não tenho,Não tenho,Em dias uteis,Uso uma ou duas vezes por semana,Duas passagens por dia ,QR code,Outros,Entre 1 hora e 2 horas,Levar menos tempo ,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo ,Concordo ,Concordo ,Neutro,Concordo ,Concordo ,Concordo,Concordo,Neutro,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Neutro,Concordo,Neutro,Concordo,Fácil ,Fácil ,Fácil ,Fácil ,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302
186,Insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Utilizo o transporte público,"Sim, de uma ou mais categorias",Tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Quatro passagens ou mais ,Dinheiro,Trabalho,Entre 1 hora e 2 horas,Gastar menos que com transporte público,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Concordo totalmente,Concordo,Discordo,Concordo totalmente,Concordo,Concordo ,Concordo ,Concordo ,Neutro,Concordo ,Concordo ,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo,Concordo totalmente,Neutro,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo totalmente,Fácil ,Fácil ,Fácil ,Neutro,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
187,Muito insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Neutro,Insatisfeito,Neutro,Insatisfeito,Insatisfeito,Neutro,Insatisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso menos de uma vez por semana,Duas passagens por dia ,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Levar menos tempo ,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Concordo ,Concordo ,Concordo ,Neutro,Concordo ,Neutro,Concordo,Concordo totalmente,Neutro,Concordo totalmente,Discordo,Neutro,Neutro,Concordo,Concordo,Neutro,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Fácil ,Fácil ,Fácil ,Fácil ,Feminino,Branca,25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
188,Insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso três a quatro vezes por semana,Quatro passagens ou mais ,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Quero ter um veículo próprio ,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,Concordo totalmente,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo ,Concordo ,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo,Neutro,Concordo,Neutro,Neutro,Concordo,Discordo,Discordo,Concordo,Discordo totalmente,Fácil ,Neutro,Fácil ,Difícil,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
189,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Neutro,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Muito insatisfeito,Utilizo moto ,"Sim, de uma ou mais categorias",Tenho,Não uso o transporte público, Não utilizo o transporte público,Não utilizo o transporte público,Cartão de transporte,Trabalho,Entre 30 minutos e 1 hora,Comodidade pra ir a qualquer lugar a qualquer momento  ,Discordo totalmente,Concordo,Neutro,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Neutro,Neutro,Neutro,Masculino,Branca,25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
190,Muito insatisfeito,Neutro,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Satisfeito,Satisfeito,Neutro,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Cartão de transporte,Estudo,Entre 1 hora e 2 horas,Levar menos tempo ,Concordo totalmente,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Neutro,Concordo totalmente,Concordo ,Discordo,Concordo ,Neutro,Concordo ,Concordo ,Neutro,Neutro,Discordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo totalmente,Difícil,Neutro,Fácil ,Neutro,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda
191,Insatisfeito,Insatisfeito,Neutro,Neutro,Insatisfeito,Satisfeito,Neutro,Satisfeito,Insatisfeito,Neutro,Neutro,Neutro,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso menos de uma vez por semana,Uma passagem por dia,Cartão de transporte,Lazer,Até 30 minutos,Levar menos tempo ,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo ,Concordo ,Concordo ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Discordo,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Neutro,Discordo totalmente,Neutro,Muito Fácil,Muito Fácil,Fácil ,Muito Fácil,Masculino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
192,Insatisfeito,Muito insatisfeito,Insatisfeito,Neutro,Insatisfeito,Neutro,Insatisfeito,Muito insatisfeito,Neutro,Muito insatisfeito,Neutro,Insatisfeito,Utilizo o transporte público,Não tenho,Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Cartão de transporte,Estudo,Entre 2 horas e 3 horas,Me sentir mais  seguro ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Neutro,Neutro,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,Concordo totalmente,Discordo,Concordo,Concordo,Neutro,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Difícil,Muito difícil,Muito difícil,Muito difícil,Feminino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Estudante,Não ,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
193,Muito insatisfeito,Muito insatisfeito,Neutro,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Neutro,Muito insatisfeito,Satisfeito,Satisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Levar menos tempo ,,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo ,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Difícil,Fácil ,Muito Fácil,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),4,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
194,Insatisfeito,Insatisfeito,Neutro,Neutro,Neutro,Neutro,Muito insatisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro,Neutro,Utilizo carro ,"Sim, de carro",Tenho,Aos sábados,Uso menos de uma vez por semana,Uma passagem por dia,Vale transporte,Lazer,Até 30 minutos,Me sentir mais  seguro ,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo ,Neutro,Concordo ,Concordo totalmente,Concordo ,Concordo ,Neutro,Neutro,Discordo,Neutro,Discordo,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Discordo,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Neutro,Neutro,Neutro,Neutro,Masculino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
195,Neutro,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Muito insatisfeito,Muito satisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Aos sábados,Uso três a quatro vezes por semana,Três passagens por dia ,Cartão de transporte,Trabalho,Entre 1 hora e 2 horas,Por ser mais confortavél ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Neutro,Concordo ,Concordo totalmente,Neutro,Neutro,Concordo,Discordo,Discordo,Discordo,Discordo,Neutro,Discordo totalmente,Neutro,,Neutro,Neutro,Discordo,Discordo,Concordo,Neutro,Concordo,Muito Fácil,Neutro,Neutro,Muito Fácil,Feminino,Branca,25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
196,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo carro ,"Sim, de carro",,Aos sábados,Uso uma ou duas vezes por semana,Uma passagem por dia,Dinheiro,Trabalho,Entre 1 hora e 2 horas,Me sentir mais  seguro ,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Difícil,Difícil,Difícil,Muito Fácil,Feminino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
197,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Neutro,Utilizo o transporte público,"Sim, de uma ou mais categorias",Tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Duas passagens por dia ,Cartão de crédito,Trabalho,Entre 30 minutos e 1 hora,Levar menos tempo ,Discordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Concordo ,Concordo ,Concordo ,Discordo totalmente,Concordo ,Discordo totalmente,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Muito Fácil,Muito Fácil,Muito Fácil,Muito Fácil,Masculino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
198,Insatisfeito,Muito insatisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Neutro,Neutro,Utilizo carro ,"Sim, de carro",Não tenho,Em dias uteis,Uso menos de uma vez por semana,Duas passagens por dia ,Dinheiro,Trabalho,Até 30 minutos,Me sentir mais  seguro ,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo ,Concordo ,Concordo ,Concordo ,Concordo ,Concordo ,Concordo totalmente,Concordo totalmente,Discordo,Neutro,Neutro,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo,Discordo totalmente,Fácil ,Neutro,Neutro,Neutro,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906
199,Neutro,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Insatisfeito,Neutro,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Utilizo o transporte público,"Sim, de carro",Não tenho,Em dias uteis,Uso cinco ou mais vezes por semana,Quatro passagens ou mais ,Cartão de transporte,Estudo,Mais de 4 horas por dia,Levar menos tempo ,Concordo totalmente,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo,Concordo,Concordo ,Concordo ,Concordo ,Concordo ,Concordo ,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Fácil ,Fácil ,Fácil ,Fácil ,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604
200,Muito insatisfeito,Insatisfeito,Neutro,Muito insatisfeito,Muito insatisfeito,Neutro,Muito insatisfeito,Satisfeito,Muito insatisfeito,Neutro,Insatisfeito,Muito insatisfeito,"Faço viagens usando aplicativos (uber,99taxis outros...)","Sim, de carro",Não tenho,Em feriados,Uso menos de uma vez por semana,Uma passagem por dia,Dinheiro,Trabalho,Até 30 minutos,Levar menos tempo ,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo ,Concordo ,Concordo ,Discordo totalmente,Concordo ,Concordo ,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Fácil ,Muito Fácil,Difícil,Muito Fácil,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020
